crop_name,adm_id,date,tmin,tmax,prec,rad,tavg,et0,vpd,cwb
maize,NL41,20110320,-1.219,11.356,0.0,14677188.0,5.101,1.461,8.076,-1.461
maize,NL42,20110320,-1.761,11.519,0.0,15250932.0,4.424,1.577,8.462,-1.577
maize,NL11,20110321,-0.59,11.734,0.015,9658518.0,6.118,1.436,6.964,-1.421
maize,NL12,20110321,0.406,11.357,0.02,8637772.0,6.301,1.339,6.343,-1.319
maize,NL13,20110321,-1.953,12.655,0.001,11382543.0,5.823,1.578,8.263,-1.577
maize,NL21,20110321,-2.382,13.399,0.0,13629585.0,5.544,1.738,9.463,-1.738
maize,NL22,20110321,-1.895,13.627,0.0,14951743.0,6.014,1.769,9.824,-1.769
maize,NL23,20110321,-0.576,12.628,0.002,12106482.0,6.099,1.569,7.936,-1.567
maize,NL31,20110321,-1.208,13.466,0.0,14029641.0,6.192,1.674,8.947,-1.674
maize,NL32,20110321,2.267,10.251,0.026,9530650.0,6.3,1.293,5.132,-1.267
maize,NL33,20110321,-0.63,12.879,0.0,13972715.0,6.237,1.595,8.059,-1.595
maize,NL34,20110321,0.346,12.68,0.0,16060218.0,6.612,1.687,7.87,-1.687
maize,NL41,20110321,-1.477,14.049,0.0,15707932.0,6.671,1.784,10.223,-1.784
maize,NL42,20110321,-1.821,14.216,0.0,15911538.0,6.531,1.78,10.672,-1.78
maize,NL11,20110322,1.82,14.101,0.013,13471401.0,7.547,1.611,7.583,-1.598
maize,NL12,20110322,2.295,13.086,0.012,13987473.0,7.266,1.532,6.564,-1.52
maize,NL13,20110322,0.816,15.304,0.024,12759474.0,7.647,1.689,9.061,-1.665
maize,NL21,20110322,-0.911,15.157,0.008,11507530.0,7.09,1.563,9.298,-1.555
maize,NL22,20110322,-0.602,15.075,0.002,11516496.0,7.277,1.549,9.306,-1.547
maize,NL23,20110322,1.225,14.156,0.009,12104458.0,7.373,1.525,7.849,-1.516
maize,NL31,20110322,0.404,15.094,0.0,11354220.0,7.685,1.522,8.935,-1.522
maize,NL32,20110322,3.197,11.532,0.01,13320668.0,7.015,1.38,5.088,-1.37
maize,NL33,20110322,1.079,14.269,0.001,12013744.0,7.692,1.487,7.906,-1.486
maize,NL34,20110322,2.628,13.96,0.0,14041596.0,8.338,1.681,7.659,-1.681
maize,NL41,20110322,1.093,15.038,0.0,13174225.0,8.264,1.667,9.285,-1.667
maize,NL42,20110322,0.131,15.157,0.0,15074901.0,8.182,1.798,9.993,-1.798
maize,NL11,20110323,2.38,11.701,0.0,14083463.0,6.376,1.526,6.268,-1.526
maize,NL12,20110323,3.051,11.722,0.0,14011476.0,6.539,1.483,5.813,-1.483
maize,NL13,20110323,2.001,12.925,0.0,13690909.0,6.396,1.619,7.369,-1.619
maize,NL21,20110323,1.546,13.391,0.0,13531572.0,6.405,1.593,7.669,-1.593
maize,NL22,20110323,1.5,13.882,0.0,13440395.0,6.745,1.6,7.807,-1.6
maize,NL23,20110323,2.665,12.664,0.0,13688877.0,6.844,1.502,6.417,-1.502
maize,NL31,20110323,2.267,14.014,0.0,13454293.0,7.294,1.596,7.536,-1.596
maize,NL32,20110323,3.518,10.963,0.0,14295400.0,6.732,1.39,4.673,-1.39
maize,NL33,20110323,2.5,14.068,0.0,13884127.0,7.701,1.606,7.285,-1.606
maize,NL34,20110323,3.366,14.479,0.0,15333252.0,8.879,1.735,7.212,-1.735
maize,NL41,20110323,1.807,15.069,0.0,14076106.0,8.089,1.701,8.395,-1.701
maize,NL42,20110323,1.959,15.472,0.0,14834452.0,8.425,1.795,8.904,-1.795
maize,NL11,20110324,2.441,13.947,0.003,12767714.0,7.885,1.471,6.951,-1.468
maize,NL12,20110324,2.534,13.452,0.004,13943708.0,7.802,1.445,6.346,-1.441
maize,NL13,20110324,1.211,15.508,0.006,13912166.0,8.307,1.586,8.599,-1.58
maize,NL21,20110324,-0.049,15.742,0.0,14953571.0,8.25,1.635,9.175,-1.635
maize,NL22,20110324,0.503,15.822,0.0,15391863.0,8.563,1.691,9.291,-1.691
maize,NL23,20110324,1.645,14.516,0.0,14826280.0,8.24,1.564,7.577,-1.564
maize,NL31,20110324,2.076,15.828,0.0,15017577.0,9.196,1.712,8.928,-1.712
maize,NL32,20110324,3.244,11.978,0.001,14697361.0,7.599,1.417,5.078,-1.416
maize,NL33,20110324,2.699,15.178,0.0,15444851.0,9.173,1.74,8.127,-1.74
maize,NL34,20110324,3.539,15.361,0.0,16429670.0,9.728,2.008,8.524,-2.008
maize,NL41,20110324,1.394,16.038,0.0,15909696.0,9.189,1.879,9.462,-1.879
maize,NL42,20110324,1.226,16.029,0.0,16192612.0,9.005,1.964,9.916,-1.964
maize,NL11,20110325,4.144,10.242,0.126,10120119.0,6.695,1.34,4.326,-1.214
maize,NL12,20110325,4.19,10.483,0.041,10846179.0,6.835,1.326,4.394,-1.285
maize,NL13,20110325,3.578,11.777,0.054,10057869.0,7.113,1.456,5.798,-1.402
maize,NL21,20110325,3.332,12.783,0.053,10673092.0,7.681,1.538,6.745,-1.485
maize,NL22,20110325,3.438,13.833,0.09,11610023.0,8.397,1.642,7.576,-1.552
maize,NL23,20110325,4.385,11.948,0.022,11776167.0,7.612,1.461,5.488,-1.439
maize,NL31,20110325,4.305,13.989,0.058,12650331.0,8.712,1.68,7.346,-1.622
maize,NL32,20110325,4.561,10.071,0.002,11885494.0,7.05,1.282,3.777,-1.28
maize,NL33,20110325,4.343,13.806,0.012,12973532.0,8.731,1.643,6.915,-1.631
maize,NL34,20110325,4.852,14.473,0.001,14260858.0,9.269,1.762,7.255,-1.761
maize,NL41,20110325,3.646,15.522,0.004,12866998.0,9.494,1.804,9.013,-1.8
maize,NL42,20110325,3.875,15.871,0.001,13792554.0,9.678,1.887,9.518,-1.886
maize,NL11,20110326,-1.734,6.386,0.209,13856270.0,2.823,1.713,4.397,-1.504
maize,NL12,20110326,-0.857,6.655,0.373,14119323.0,3.139,1.749,4.367,-1.376
maize,NL13,20110326,-1.304,7.143,0.396,13369981.0,3.215,1.745,4.706,-1.349
maize,NL21,20110326,-0.274,7.909,0.502,11696727.0,3.812,1.573,4.857,-1.071
maize,NL22,20110326,1.137,8.068,0.52,9216669.0,4.311,1.305,4.417,-0.785
maize,NL23,20110326,0.936,7.653,0.482,11317943.0,4.193,1.517,4.357,-1.035
maize,NL31,20110326,2.16,8.041,0.858,7506626.0,4.786,1.176,4.017,-0.318
maize,NL32,20110326,2.174,6.795,0.464,11319713.0,4.321,1.495,3.661,-1.031
maize,NL33,20110326,3.287,7.96,1.593,5913643.5,5.402,1.109,3.511,0.484
maize,NL34,20110326,4.866,9.407,0.485,8108338.5,6.948,1.376,3.947,-0.891
maize,NL41,20110326,2.86,8.649,0.922,7339772.5,5.702,1.143,3.88,-0.221
maize,NL42,20110326,2.899,9.636,0.318,9692216.0,6.137,1.336,4.645,-1.018
maize,NL11,20110327,-3.441,9.036,0.0,16502652.0,2.51,1.564,6.493,-1.564
maize,NL12,20110327,-2.713,9.336,0.0,16564627.0,3.07,1.619,6.441,-1.619
maize,NL13,20110327,-3.366,10.386,0.0,16817284.0,2.825,1.722,7.62,-1.722
maize,NL21,20110327,-2.249,11.375,0.0,17055692.0,3.729,1.851,8.267,-1.851
maize,NL22,20110327,-0.457,12.139,0.0,17127232.0,4.946,1.954,8.422,-1.954
maize,NL23,20110327,-0.693,10.982,0.0,17050882.0,4.673,1.823,7.243,-1.823
maize,NL31,20110327,0.945,12.241,0.0,17069144.0,5.875,1.981,8.018,-1.981
maize,NL32,20110327,1.006,9.077,0.0,16749749.0,4.715,1.723,5.458,-1.723
maize,NL33,20110327,2.003,12.033,0.007,16809658.0,6.341,1.978,7.385,-1.971
maize,NL34,20110327,4.183,12.819,0.002,16441820.0,7.824,2.067,7.145,-2.065
maize,NL41,20110327,2.474,13.31,0.008,16787368.0,6.882,2.069,8.478,-2.061
maize,NL42,20110327,2.598,13.801,0.022,16686535.0,7.238,2.058,8.805,-2.036
maize,NL11,20110328,-2.131,8.28,0.123,10393755.0,3.088,1.202,4.778,-1.079
maize,NL12,20110328,-1.331,8.688,0.173,10759590.0,3.792,1.199,4.668,-1.026
maize,NL13,20110328,-2.894,9.229,0.158,9989417.0,2.814,1.3,5.754,-1.142
maize,NL21,20110328,-2.632,9.933,0.079,10568200.0,3.213,1.351,6.14,-1.272
maize,NL22,20110328,-1.185,10.423,0.003,11966997.0,4.165,1.46,6.246,-1.457
maize,NL23,20110328,-0.421,9.717,0.023,10789140.0,4.512,1.273,5.163,-1.25
maize,NL31,20110328,0.196,10.633,0.005,11980115.0,4.949,1.446,5.921,-1.441
maize,NL32,20110328,1.656,8.874,0.051,11876205.0,5.2,1.235,3.898,-1.184
maize,NL33,20110328,1.021,10.579,0.002,13624407.0,5.356,1.51,5.561,-1.508
maize,NL34,20110328,2.79,11.238,0.0,15399801.0,6.5,1.779,6.038,-1.779
maize,NL41,20110328,1.073,11.532,0.001,14661572.0,5.92,1.767,6.964,-1.766
maize,NL42,20110328,0.966,12.083,0.0,16317202.0,6.023,1.935,7.839,-1.935
maize,NL11,20110329,-2.376,11.515,0.0,15268601.0,4.527,1.637,7.309,-1.637
maize,NL12,20110329,-1.539,11.566,0.003,14489654.0,4.903,1.568,6.92,-1.565
maize,NL13,20110329,-3.093,12.376,0.0,15924828.0,4.558,1.744,8.365,-1.744
maize,NL21,20110329,-3.009,13.228,0.0,16651519.0,4.931,1.797,8.994,-1.797
maize,NL22,20110329,-1.674,14.196,0.0,17094346.0,6.06,1.881,9.498,-1.881
maize,NL23,20110329,-1.151,13.235,0.014,15769675.0,5.952,1.739,8.293,-1.725
maize,NL31,20110329,-0.321,14.363,0.001,16632759.0,6.886,1.899,9.227,-1.898
maize,NL32,20110329,0.599,11.252,0.007,14811018.0,6.079,1.521,5.868,-1.514
maize,NL33,20110329,0.172,14.097,0.004,16912112.0,7.196,1.892,8.64,-1.888
maize,NL34,20110329,1.438,14.625,0.0,17985952.0,8.434,2.048,9.012,-2.048
maize,NL41,20110329,-0.146,15.529,0.0,17695082.0,8.058,2.112,10.689,-2.112
maize,NL42,20110329,-0.303,15.953,0.0,17913428.0,8.268,2.131,11.346,-2.131
maize,NL11,20110330,-0.113,15.785,2.075,15064470.0,9.035,1.879,9.028,0.196
maize,NL12,20110330,1.262,15.361,2.851,14449962.0,8.942,1.832,8.255,1.019
maize,NL13,20110330,-0.217,16.385,2.366,15086974.0,9.338,1.931,9.517,0.435
maize,NL21,20110330,0.162,16.278,3.365,14895540.0,9.461,1.856,9.117,1.509
maize,NL22,20110330,1.223,15.221,3.793,13204283.0,9.42,1.565,7.406,2.228
maize,NL23,20110330,2.5,15.033,5.126,13317327.0,9.328,1.662,7.289,3.464
maize,NL31,20110330,3.027,14.296,4.154,11276149.0,9.549,1.349,5.936,2.805
maize,NL32,20110330,4.434,12.743,2.667,12289118.0,8.808,1.464,5.033,1.203
maize,NL33,20110330,3.848,13.948,4.09,10619208.0,9.62,1.322,5.501,2.768
maize,NL34,20110330,6.118,13.551,2.711,10792684.0,10.174,1.392,4.702,1.319
maize,NL41,20110330,2.5,14.487,4.097,10998610.0,9.637,1.322,6.107,2.775
maize,NL42,20110330,2.548,14.668,3.238,11986792.0,9.772,1.464,6.497,1.774
maize,NL11,20110331,8.394,12.513,3.346,3786880.75,10.466,0.929,3.01,2.417
maize,NL12,20110331,8.398,12.244,2.386,4256722.5,10.171,0.983,3.007,1.403
maize,NL13,20110331,8.894,12.764,2.898,3440498.25,10.869,0.861,2.805,2.037
maize,NL21,20110331,9.152,13.154,3.282,3062753.75,11.234,0.848,2.891,2.434
maize,NL22,20110331,9.127,13.463,3.953,2958154.25,11.359,0.834,3.022,3.119
maize,NL23,20110331,9.138,12.867,3.563,4023412.25,10.825,0.924,2.942,2.639
maize,NL31,20110331,9.279,13.578,4.295,3630538.5,11.217,0.91,3.202,3.385
maize,NL32,20110331,8.045,11.967,2.887,5563993.5,9.942,1.079,3.01,1.808
maize,NL33,20110331,9.084,13.511,3.976,4709543.5,11.025,1.053,3.369,2.923
maize,NL34,20110331,9.371,13.641,3.579,5096873.0,11.298,1.058,3.267,2.521
maize,NL41,20110331,9.412,14.209,4.578,3501741.5,11.802,0.984,3.59,3.594
maize,NL42,20110331,9.279,14.149,4.15,3029042.0,11.926,0.932,3.574,3.218
maize,NL11,20110401,8.105,13.064,0.124,7259575.5,10.892,1.055,3.212,-0.931
maize,NL12,20110401,8.382,12.548,0.1,7072716.0,10.552,1.055,2.897,-0.955
maize,NL13,20110401,9.076,13.807,0.087,6347767.5,11.489,1.117,3.51,-1.03
maize,NL21,20110401,10.175,14.706,0.202,5556942.5,12.128,1.251,4.116,-1.049
maize,NL22,20110401,10.362,15.281,0.311,5452243.5,12.418,1.297,4.502,-0.986
maize,NL23,20110401,9.65,14.126,0.186,6732445.5,11.589,1.242,3.776,-1.056
maize,NL31,20110401,10.042,15.294,0.244,6551219.5,12.212,1.334,4.508,-1.09
maize,NL32,20110401,8.687,12.355,0.107,8066784.5,10.428,1.142,2.883,-1.035
maize,NL33,20110401,9.804,15.01,0.209,7576645.5,12.052,1.384,4.384,-1.175
maize,NL34,20110401,10.293,15.691,0.166,8169569.0,12.613,1.549,4.914,-1.383
maize,NL41,20110401,10.491,16.074,0.475,6144062.5,12.864,1.47,5.21,-0.995
maize,NL42,20110401,10.363,15.92,0.646,6064101.0,12.898,1.445,4.994,-0.799
maize,NL11,20110402,8.586,21.322,0.0,16439823.0,14.829,3.059,13.377,-3.059
maize,NL12,20110402,8.627,20.747,0.014,16341166.0,14.09,2.933,12.395,-2.919
maize,NL13,20110402,8.601,21.861,0.0,16828266.0,15.27,3.138,14.017,-3.138
maize,NL21,20110402,8.58,21.983,0.0,17169726.0,15.423,3.112,14.1,-3.112
maize,NL22,20110402,8.443,22.109,0.001,17299898.0,15.342,3.079,14.09,-3.078
maize,NL23,20110402,8.977,21.025,0.003,16845956.0,14.478,2.929,12.472,-2.926
maize,NL31,20110402,8.803,22.114,0.034,16851482.0,14.992,3.05,13.835,-3.016
maize,NL32,20110402,8.845,19.357,0.311,16135721.0,12.952,2.76,10.697,-2.449
maize,NL33,20110402,8.961,21.979,0.23,16651925.0,14.521,3.139,13.767,-2.909
maize,NL34,20110402,9.537,21.564,0.691,16900322.0,14.57,3.221,13.255,-2.53
maize,NL41,20110402,8.464,22.967,0.048,17295652.0,15.735,3.215,15.428,-3.167
maize,NL42,20110402,8.111,22.939,0.0,17853328.0,16.002,3.202,15.536,-3.202
maize,NL11,20110403,7.674,12.156,1.993,8344534.5,9.819,1.317,3.502,0.676
maize,NL12,20110403,7.486,12.79,0.999,9442025.0,9.803,1.41,4.219,-0.411
maize,NL13,20110403,8.103,13.453,3.492,7995620.0,10.703,1.361,4.088,2.131
maize,NL21,20110403,8.381,14.004,5.526,7705539.5,11.178,1.337,4.024,4.189
maize,NL22,20110403,8.328,13.864,4.462,7688897.0,11.168,1.355,3.874,3.107
maize,NL23,20110403,8.15,13.413,1.969,8658877.0,10.482,1.378,3.942,0.591
maize,NL31,20110403,8.377,14.018,2.208,7943872.5,10.739,1.411,4.373,0.797
maize,NL32,20110403,7.515,12.091,0.607,9324417.0,9.319,1.305,3.394,-0.698
maize,NL33,20110403,8.162,13.33,1.05,8869065.0,10.221,1.454,4.148,-0.404
maize,NL34,20110403,8.195,12.843,0.514,10430561.0,10.095,1.662,4.299,-1.148
maize,NL41,20110403,8.574,13.897,3.497,8089449.0,10.997,1.507,4.511,1.99
maize,NL42,20110403,8.169,13.461,6.451,7297386.5,10.921,1.349,3.763,5.102
maize,NL11,20110404,6.573,12.704,0.707,16372718.0,9.265,2.235,5.912,-1.528
maize,NL12,20110404,6.834,12.091,0.461,16751179.0,9.113,2.155,5.186,-1.694
maize,NL13,20110404,6.837,13.346,1.252,15397136.0,9.454,2.306,6.481,-1.054
maize,NL21,20110404,7.109,13.667,2.169,13244257.0,9.492,2.147,6.432,0.022
maize,NL22,20110404,6.974,13.652,1.519,12202418.0,9.576,2.081,6.278,-0.562
maize,NL23,20110404,7.414,12.822,0.733,14943133.0,9.429,2.167,5.629,-1.434
maize,NL31,20110404,7.244,13.101,0.978,14039303.0,9.565,2.134,5.735,-1.156
maize,NL32,20110404,7.119,10.915,0.238,16529064.0,8.864,1.914,3.887,-1.676
maize,NL33,20110404,7.316,12.282,0.59,14855128.0,9.375,2.074,5.011,-1.484
maize,NL34,20110404,7.241,12.426,0.403,14495573.0,9.424,2.24,5.502,-1.837
maize,NL41,20110404,6.78,13.619,0.727,12211494.0,9.792,2.203,6.491,-1.476
maize,NL42,20110404,6.339,13.718,0.941,11583181.0,9.627,2.185,6.77,-1.244
maize,NL11,20110405,6.826,11.363,0.643,3980464.25,9.578,1.25,3.722,-0.607
maize,NL12,20110405,7.285,11.047,0.84,4351641.0,9.584,1.169,3.167,-0.329
maize,NL13,20110405,6.584,11.598,0.364,4605759.5,9.604,1.352,4.122,-0.988
maize,NL21,20110405,6.161,12.013,0.264,5325228.5,9.582,1.491,4.809,-1.227
maize,NL22,20110405,5.973,12.102,0.632,5527434.5,9.519,1.491,4.924,-0.859
maize,NL23,20110405,6.948,11.181,1.345,4984794.0,9.608,1.208,3.429,0.137
maize,NL31,20110405,6.605,11.395,2.554,4394276.5,9.617,1.16,3.647,1.394
maize,NL32,20110405,7.507,10.86,2.265,3948286.75,9.458,1.074,2.916,1.191
maize,NL33,20110405,6.851,11.413,2.427,4293921.0,9.725,1.12,3.501,1.307
maize,NL34,20110405,6.68,11.543,1.968,5281683.0,9.72,1.256,3.865,0.712
maize,NL41,20110405,5.871,12.657,1.132,5548347.0,9.625,1.552,5.428,-0.42
maize,NL42,20110405,5.538,13.174,1.544,7251084.5,9.675,1.777,6.253,-0.233
maize,NL11,20110406,9.739,16.267,0.669,8890173.0,13.069,1.717,5.815,-1.048
maize,NL12,20110406,9.735,15.789,0.526,11021194.0,12.635,1.909,5.824,-1.383
maize,NL13,20110406,9.999,17.386,0.227,8475263.0,13.545,1.805,6.786,-1.578
maize,NL21,20110406,10.105,18.44,0.136,8170776.0,13.896,1.852,7.856,-1.716
maize,NL22,20110406,10.117,19.017,0.12,8919909.0,14.139,1.926,8.572,-1.806
maize,NL23,20110406,10.302,17.277,0.13,10693381.0,13.419,2.022,7.115,-1.892
maize,NL31,20110406,10.411,18.619,0.036,10892936.0,14.033,2.131,8.485,-2.095
maize,NL32,20110406,9.592,14.878,0.343,13318098.0,12.069,2.034,5.555,-1.691
maize,NL33,20110406,10.26,18.119,0.023,13023537.0,13.791,2.317,8.399,-2.294
maize,NL34,20110406,10.292,19.543,0.016,16649919.0,14.659,2.757,10.439,-2.741
maize,NL41,20110406,10.383,20.376,0.067,12024709.0,15.023,2.317,10.598,-2.25
maize,NL42,20110406,10.142,20.679,0.091,11763240.0,15.181,2.274,10.948,-2.183
maize,NL11,20110407,4.667,13.676,0.003,12489557.0,9.308,2.343,6.358,-2.34
maize,NL12,20110407,5.057,13.357,0.001,13985215.0,9.362,2.275,5.751,-2.274
maize,NL13,20110407,4.385,14.036,0.0,12398758.0,9.894,2.429,6.486,-2.429
maize,NL21,20110407,4.561,14.83,0.006,12380085.0,10.53,2.431,6.726,-2.425
maize,NL22,20110407,4.963,15.815,0.008,12956435.0,11.052,2.479,7.348,-2.471
maize,NL23,20110407,5.34,13.96,0.005,13520808.0,9.985,2.223,5.884,-2.218
maize,NL31,20110407,5.558,15.301,0.002,13509929.0,10.685,2.282,6.938,-2.28
maize,NL32,20110407,6.045,12.838,0.0,14672388.0,9.427,2.125,5.051,-2.125
maize,NL33,20110407,6.722,14.696,0.001,14788296.0,10.764,2.25,6.37,-2.249
maize,NL34,20110407,9.295,15.546,0.017,18003356.0,11.974,2.502,6.697,-2.485
maize,NL41,20110407,7.051,17.592,0.001,15399847.0,12.52,2.767,8.915,-2.766
maize,NL42,20110407,7.256,18.556,0.003,16546896.0,13.326,3.076,9.899,-3.073
maize,NL11,20110408,4.463,13.636,0.003,16970462.0,9.106,2.158,6.499,-2.155
maize,NL12,20110408,5.075,12.861,0.001,18156878.0,9.014,2.069,5.572,-2.068
maize,NL13,20110408,3.966,14.795,0.0,17809654.0,9.396,2.336,7.699,-2.336
maize,NL21,20110408,3.641,15.658,0.0,17631624.0,9.594,2.389,8.617,-2.389
maize,NL22,20110408,3.89,16.493,0.001,16731600.0,9.859,2.404,9.424,-2.403
maize,NL23,20110408,4.814,14.367,0.0,18275784.0,9.419,2.24,6.988,-2.24
maize,NL31,20110408,4.794,15.762,0.0,17557344.0,9.72,2.338,8.386,-2.338
maize,NL32,20110408,5.92,12.091,0.0,18812616.0,8.912,2.01,4.707,-2.01
maize,NL33,20110408,5.511,14.704,0.001,17934388.0,9.565,2.26,7.148,-2.259
maize,NL34,20110408,6.248,14.736,0.022,18306882.0,10.251,2.405,7.017,-2.383
maize,NL41,20110408,5.47,17.327,0.012,14978435.0,10.748,2.399,10.105,-2.387
maize,NL42,20110408,5.419,17.731,0.007,13957999.0,11.086,2.347,10.624,-2.34
maize,NL11,20110409,3.845,11.581,0.0,18309264.0,7.531,2.301,5.768,-2.301
maize,NL12,20110409,3.826,12.195,0.0,18350006.0,7.868,2.34,6.136,-2.34
maize,NL13,20110409,3.401,13.614,0.0,18199138.0,8.14,2.565,7.941,-2.565
maize,NL21,20110409,3.886,15.051,0.0,17951126.0,8.953,2.669,9.356,-2.669
maize,NL22,20110409,5.064,15.703,0.0,17776012.0,9.639,2.681,9.736,-2.681
maize,NL23,20110409,4.875,13.53,0.0,18227102.0,8.89,2.45,7.082,-2.45
maize,NL31,20110409,5.63,15.097,0.0,17813808.0,9.596,2.538,8.59,-2.538
maize,NL32,20110409,5.709,11.271,0.0,18220012.0,8.247,2.137,4.691,-2.137
maize,NL33,20110409,5.601,14.685,0.0,17702778.0,9.589,2.438,7.878,-2.438
maize,NL34,20110409,5.649,15.388,0.0,18204362.0,10.381,2.537,8.415,-2.537
maize,NL41,20110409,5.119,16.469,0.0,17478096.0,10.292,2.639,10.306,-2.639
maize,NL42,20110409,5.078,16.457,0.0,17798940.0,10.239,2.639,10.492,-2.639
maize,NL11,20110410,2.967,14.635,0.0,19174222.0,8.625,2.216,8.054,-2.216
maize,NL12,20110410,3.178,14.63,0.0,19265540.0,8.795,2.232,7.9,-2.232
maize,NL13,20110410,2.29,16.65,0.0,19558696.0,9.368,2.435,10.344,-2.435
maize,NL21,20110410,2.03,17.447,0.0,19836516.0,9.784,2.551,11.477,-2.551
maize,NL22,20110410,2.814,17.783,0.0,20050054.0,10.281,2.707,11.932,-2.707
maize,NL23,20110410,3.292,16.053,0.0,19879936.0,9.831,2.425,9.255,-2.425
maize,NL31,20110410,3.633,17.705,0.0,20105724.0,10.706,2.737,11.42,-2.737
maize,NL32,20110410,4.578,12.908,0.0,19623798.0,9.001,2.156,5.984,-2.156
maize,NL33,20110410,4.229,17.54,0.0,20227216.0,11.001,2.816,11.15,-2.816
maize,NL34,20110410,5.807,18.741,0.0,20608318.0,12.301,3.271,12.959,-3.271
maize,NL41,20110410,4.393,18.87,0.0,20244150.0,11.563,3.089,13.519,-3.089
maize,NL42,20110410,4.418,18.871,0.0,20333058.0,11.619,3.023,13.372,-3.023
maize,NL11,20110411,4.655,18.514,1.644,18693442.0,11.599,2.79,11.491,-1.146
maize,NL12,20110411,4.091,17.295,2.777,19031636.0,11.01,2.593,9.849,0.184
maize,NL13,20110411,4.319,19.981,1.544,19004632.0,12.318,3.098,13.622,-1.554
maize,NL21,20110411,4.323,20.736,1.367,19174870.0,12.853,3.218,14.777,-1.851
maize,NL22,20110411,4.869,20.962,1.939,19584446.0,13.072,3.305,14.925,-1.366
maize,NL23,20110411,4.976,18.88,3.159,19744684.0,12.052,2.965,11.783,0.194
maize,NL31,20110411,5.436,19.827,3.453,19939098.0,12.519,3.139,12.848,0.314
maize,NL32,20110411,5.822,15.079,3.264,19496980.0,10.557,2.368,7.082,0.896
maize,NL33,20110411,5.579,18.323,3.232,19951076.0,11.995,2.902,10.725,0.33
maize,NL34,20110411,6.636,17.812,2.298,19854586.0,12.392,2.917,9.984,-0.619
maize,NL41,20110411,5.323,21.446,2.075,19795460.0,13.482,3.447,15.426,-1.372
maize,NL42,20110411,5.742,22.009,0.886,19658902.0,14.185,3.546,16.268,-2.66
maize,NL11,20110412,5.623,9.979,3.924,16644557.0,7.572,2.444,4.542,1.48
maize,NL12,20110412,5.707,10.021,2.835,16792552.0,7.615,2.396,4.446,0.439
maize,NL13,20110412,5.197,10.395,4.092,16753845.0,7.585,2.577,4.971,1.515
maize,NL21,20110412,4.85,10.707,4.3,16848890.0,7.602,2.609,5.172,1.691
maize,NL22,20110412,4.456,10.736,3.967,16654920.0,7.533,2.536,5.061,1.431
maize,NL23,20110412,5.474,10.136,2.726,16603544.0,7.677,2.393,4.431,0.333
maize,NL31,20110412,4.725,10.497,2.471,16875944.0,7.58,2.417,4.659,0.054
maize,NL32,20110412,6.185,9.603,1.239,17337844.0,7.794,2.274,3.886,-1.035
maize,NL33,20110412,5.1,10.231,1.816,17658044.0,7.772,2.411,4.419,-0.595
maize,NL34,20110412,5.395,10.665,1.641,18716648.0,8.081,2.574,4.831,-0.933
maize,NL41,20110412,4.149,11.179,2.921,16977712.0,7.724,2.57,5.391,0.351
maize,NL42,20110412,3.967,11.2,4.586,15871903.0,7.679,2.491,5.412,2.095
maize,NL11,20110413,2.678,11.628,0.293,17629450.0,7.407,2.398,5.933,-2.105
maize,NL12,20110413,3.364,11.243,0.323,17171472.0,7.531,2.227,5.317,-1.904
maize,NL13,20110413,2.332,12.313,0.403,16846072.0,7.521,2.488,6.906,-2.085
maize,NL21,20110413,2.957,12.512,0.384,16550802.0,7.749,2.421,7.145,-2.037
maize,NL22,20110413,3.589,12.704,0.519,16609031.0,7.988,2.345,7.283,-1.826
maize,NL23,20110413,3.877,11.888,0.45,17034852.0,7.87,2.282,6.052,-1.832
maize,NL31,20110413,4.038,12.516,0.399,16895002.0,7.989,2.259,6.729,-1.86
maize,NL32,20110413,5.226,10.664,0.173,17961518.0,7.95,2.125,4.47,-1.952
maize,NL33,20110413,4.48,12.163,0.129,17101818.0,8.138,2.222,6.217,-2.093
maize,NL34,20110413,4.727,12.481,0.44,16085607.0,8.63,2.212,6.649,-1.772
maize,NL41,20110413,3.374,13.455,0.287,16637888.0,8.409,2.43,8.23,-2.143
maize,NL42,20110413,2.9,13.388,0.368,16366881.0,8.45,2.443,8.462,-2.075
maize,NL11,20110414,1.462,12.366,0.235,14898095.0,7.254,1.819,6.677,-1.584
maize,NL12,20110414,2.819,11.692,0.333,13290046.0,7.566,1.654,5.458,-1.321
maize,NL13,20110414,1.051,12.608,0.281,13530848.0,7.338,1.779,7.202,-1.498
maize,NL21,20110414,1.369,12.651,0.299,13283421.0,7.365,1.783,7.333,-1.484
maize,NL22,20110414,2.962,12.325,0.416,12280006.0,7.702,1.714,6.63,-1.298
maize,NL23,20110414,3.175,11.579,0.593,12268079.0,7.762,1.578,5.294,-0.985
maize,NL31,20110414,3.851,11.827,0.741,11333961.0,8.172,1.513,5.174,-0.772
maize,NL32,20110414,5.471,10.899,0.2,13856986.0,8.327,1.621,3.791,-1.421
maize,NL33,20110414,5.031,12.005,0.288,12547599.0,8.478,1.654,5.141,-1.366
maize,NL34,20110414,6.181,12.022,0.037,13626255.0,8.999,1.862,5.387,-1.825
maize,NL41,20110414,4.69,12.564,0.284,11533024.0,8.7,1.709,6.446,-1.425
maize,NL42,20110414,4.9,12.362,0.287,12383997.0,8.339,1.834,6.747,-1.547
maize,NL11,20110415,2.237,14.57,0.114,16053739.0,9.238,2.122,8.887,-2.008
